quant, share, tar, price
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
0, -50, -5,0
2679,13,15,180
3558,18,15,240
3823,20,15,240
4069,21,15,240
4091,23,15,250
