quant, share, tar, price
0,-50,-5,0
0,-50,-5,0
0,-50,-5,0
0,-50,-5,0
0,-50,-5,0
3325,11,1,270
5726,20,1,270
7018,25,1,270
8209,30,1,285
8283,32,1,300
8052,33,1,300
7962,34,1,300
7100,34,1,300
6266,32,1,410
6585,34,1,410
6755,34,1,410
5722,32,1,430
