quant, share, tar, price
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
0, -50, -5, 0
2786,14,19,250
3690,19,19,250
4224,21,19,250
4219,23,19,260
